,time,temperature,humidity,dew_point,wind_dir,wind_spd,uv_idx,visibility,cloudiness,ceiling,precip_prob,precip_1h,predict
0,2022-11-15 20:00:00,5.0,98.0,5.0,289.0,5.6327,0.0,16.0934,49.0,9144.0,0.0,0.0,-0.6367823060645916
1,2022-11-15 21:00:00,5.0,96.0,4.44444,307.0,3.70149,0.0,16.0934,68.0,579.12,0.0,0.0,-0.36943494778680974
2,2022-11-15 22:00:00,5.0,91.0,3.88889,315.0,3.70149,0.0,16.0934,48.0,9144.0,0.0,0.0,-0.6586896555615551
3,2022-11-15 23:00:00,6.11111,94.0,5.0,321.0,3.70149,1.0,16.0934,29.0,9144.0,0.0,0.0,14.635111407600803
4,2022-11-16 00:00:00,7.22222,94.0,6.11111,325.0,5.6327,2.0,16.0934,9.0,9144.0,0.0,0.0,44.80161478010281
5,2022-11-16 01:00:00,8.88889,85.0,6.11111,316.0,7.40298,2.0,16.0934,13.0,9144.0,0.0,0.0,38.3531508678426
6,2022-11-16 02:00:00,10.5556,73.0,5.55556,303.0,9.3342,3.0,16.0934,17.0,9144.0,0.0,0.0,47.31510458762864
7,2022-11-16 03:00:00,12.2222,61.0,5.0,293.0,9.3342,3.0,16.0934,20.0,9144.0,0.0,0.0,51.35533726462255
8,2022-11-16 04:00:00,12.2222,52.0,2.77778,288.0,11.1045,3.0,16.0934,32.0,9144.0,0.0,0.0,56.57398741940901
9,2022-11-16 05:00:00,13.3333,46.0,2.22222,284.0,11.1045,2.0,16.0934,43.0,9144.0,0.0,0.0,50.212477925114925
10,2022-11-16 06:00:00,12.2222,48.0,1.11111,282.0,11.1045,2.0,16.0934,55.0,9144.0,0.0,0.0,50.545933482817134
11,2022-11-16 07:00:00,10.5556,55.0,2.22222,281.0,9.3342,1.0,16.0934,70.0,7223.76,0.0,0.0,27.213132738217578
12,2022-11-16 08:00:00,9.44444,65.0,3.33333,283.0,7.40298,0.0,16.0934,85.0,7223.76,0.0,0.0,1.3283058983814018
13,2022-11-16 09:00:00,8.33333,71.0,3.33333,284.0,5.6327,0.0,16.0934,100.0,7223.76,0.0,0.0,0.7956554747693989
14,2022-11-16 10:00:00,6.66667,69.0,1.66667,277.0,5.6327,0.0,16.0934,100.0,7223.76,0.0,0.0,1.3958913962328043
15,2022-11-16 11:00:00,6.66667,65.0,0.555556,264.0,3.70149,0.0,16.0934,100.0,7254.24,0.0,0.0,0.17554332451373655
16,2022-11-16 12:00:00,7.22222,71.0,2.22222,252.0,3.70149,0.0,16.0934,100.0,7254.24,0.0,0.0,0.8342634275637515
17,2022-11-16 13:00:00,7.77778,70.0,2.77778,269.0,5.6327,0.0,16.0934,100.0,7254.24,0.0,0.0,0.8033088412749421
18,2022-11-16 14:00:00,6.66667,81.0,3.88889,312.0,5.6327,0.0,16.0934,100.0,7223.76,0.0,0.0,0.23226610914076679
